name,description,instructor,rating,reviews,total_hours,num_of_lectures,difficulty,price,badge
The Complete ReactJS: Beginner to Advanced (2021),An easy to follow code-along course for absolute beginners and candidates preparing for Tech Interviews.,James Maxwell,4.6,6,4 total hours,39,All Levels,149000,New
"Create a Twitter Social Network Clone From Scratch PHP,MySQL","Create or Build Twitter & Learn PHP, OOP and MySQL even Javascript by building your own PHP Social Networking Website",Aizaz dinho,4.6,357,12 total hours,91,All Levels,149000,-
Learn how to build Amazon website using Vue.js and Node.js,"Use Vue.js, Nuxt.js , Node.js, MongoDB, Stripe, Algolia and AWS to clone an actual Amazon website",Naufal Yahaya,4.6,193,9.5 total hours,103,All Levels,149000,-
JavaScript Bootcamp - Build Real World Applications,JavaScript from basic to advanced level. Project - based JavaScript course. JavaScript ES6 guide. Including JSON & AJAX,"Code And Create, George Lomidze, Lasha Nozadze",4.6,1198,16.5 total hours,120,All Levels,149000,-
Fullstack Web Development for Beginners :15 Hand-On-Projects,"Learn all the Web Development Technologies like HTML , CSS , Bootstrap , Javascript , ES6 , React , Node , Mongo DB",K.Sathyaprakash Reddy,4.6,41,36 total hours,195,Beginner,149000,-
Django 3 - Python Backend Web Development For Beginner,In This Course You Will Learn Django From Beginning To End By Create 3 Different Most Interactive Projects.,Kazi Ariyan,4.6,156,40.5 total hours,180,Beginner,149000,-
Webflow For Beginners: How To Use Webflow,Learn how to develop websites using Webflow in this masterclass course specifically created for Webflow beginners.,Sam Harrison,4.6,78,5 total hours,36,Beginner,149000,Bestseller
React Native: React Native with Hooks and Context,Learn React Hooks and Context with my React Hooks and Context course and leverage your web skill set,"Oak Academy, Muhammet Gokturk",4.6,7,4 total hours,28,All Levels,149000,-
Create a Client Network by Hosting WordPress Sites,"Reduce cost by building your own servers, automate daily backups, and more.",TJ Nevis,4.6,15,1 total hour,17,Intermediate,149000,-
React Beginner Challenges - 25 Debugging Exercises,"Never get stuck on bugs again! Master debugging and 25 scenarios with React, Redux, Material-UI, React-Select and more!",react.school _,4.6,18,5.5 total hours,46,Beginner,149000,-
Build a Backend REST API with Python & Django - Advanced,"Create an advanced REST API with Python, Django REST Framework and Docker using Test Driven Development (TDD)","Mark Winterbottom, Brooke Rutherford",4.6,4422,8 total hours,79,Intermediate,149000,Bestseller
Master Laravel & Create High-Level Applications with Laravel,Become a Laravel expert creating an eShop from scratch practicing all the Laravel features you learn in the process.,"JuanD MeGon, ProgramarYa By JuanDMeGon",4.6,117,16.5 total hours,105,All Levels,149000,-
Blazor WebAssembly Full Stack Bootcamp with .NET 5,"Build an online browser game from scratch using Blazor WebAssembly, Web API, Entity Framework & SQL Server with .NET 5.",Patrick God,4.6,287,17.5 total hours,211,All Levels,149000,-
Angular 10 Course: Build Angular Apps (Step by Step),Get started to build and development Interactive Web apps with Google's very own JavaScript framework Angular 10,Fatah Gabrial,4.6,434,1 total hour,22,All Levels,149000,-
Vuetify: Create an App with Vue JS & Vuex - in 5 Hours!,"Create a Gorgeous Todo App with Vuetify, Vue JS & Vuex - using many different Vuetify Components!",Danny Connell,4.6,290,5.5 total hours,120,All Levels,149000,-
Web Development with New Framework,"Aurelia is a JavaScript client framework for web, mobile and desktop.",SimpliCode Point,4.6,31,26 total hours,211,All Levels,149000,-
Node JS Create a Restful API for beginners JavaScript jQuery,For beginners learn to setup a Restful API that can send AJAX requests to the node server backend from jQuery frontend,Laurence Svekis,4.6,48,3 total hours,28,Beginner,149000,-
CSS Grid - Build Modern Real World websites fast (+projects),Learn all the CSS Grid concepts and create professional responsive website designs - multiple website layout projects,DigiFisk (Programming is fun),4.6,36,4.5 total hours,53,Intermediate,149000,-
Learn WCF And Web APIs From Scratch,Learn how to develop services using WCF and Web APIs.,Manzoor Ahmed,4.6,1550,10.5 total hours,83,Intermediate,149000,Bestseller
Build a Professional E-Commerce Website for your Business,"Register a domain, set up web hosting, set up email, and build a website",Michael Harrison,4.6,12,1.5 total hours,17,Beginner,149000,Highest rated
Web GIS development 2021,Spatial data visualization for better understanding,Tek Bahadur Kshetri,4.6,49,4 total hours,37,Beginner,149000,Highest rated
"Command Line, NPM, Babel 6 and Webpack 3 Crash Course",Master front-end tools modern JavaScript Apps need,OnlyKiosk Tech,4.6,37,2 total hours,24,Beginner,149000,-
Intro to Augmented Reality on the Web: WebXR and Three.js,Learn how to code and run augmented reality WebXR experiences on iOS and Android,WebXR Academy,4.6,44,2.5 total hours,28,All Levels,149000,-
"Modern Web Bootcamp, Design with PHP, SASS, CSS-GRID & FLEX","Design Stunning Websites With Sass, PHP, CSS-GRID , Flex and Bootstrap . Learn how to use Node js, NPM and PHP",Rick Sekuloski,4.6,18,26 total hours,118,All Levels,149000,-
"Complete React Developer in 2021 (w/ Redux, Hooks, GraphQL)","Become a Senior React Developer! Build a massive E-commerce app with Redux, Hooks, GraphQL, ContextAPI, Stripe, Firebase","Andrei Neagoie, Yihua Zhang",4.6,15839,42 total hours,376,All Levels,199000,-
The Complete Developers Guide to MongoDB,Master MongoDB and Mongoose design with a test-driven approach,Stephen Grider,4.6,6490,13.5 total hours,130,All Levels,149000,-
SPRING 5 (Covers Annotation & XML Config) + Hibernate,"A beginners course for Java Web Developers using Spring Framework 4 & 5, Covers Annotations and XML Config.","StudyEasy Organisation, Chaand Sheikh",4.6,164,23 total hours,238,Intermediate,149000,-
11 JavaScript Features Critical to Understand,Important JavaScript Concept and Features Every Developer Should Know,Steven Hancock,4.6,173,2.5 total hours,17,All Levels,149000,-
"React and Deno.js Authentication, Forgot and Reset Password","Deno APIs, React Hooks, Typescript, MySQL, Migrations, Send Emails",Antonio Papa,4.6,12,2.5 total hours,31,Beginner,149000,-
"JQuery Master, build awesome websites, 5 Projects included!","Learn Jquery from the scratch or learn more about it, and build your own applications.",Coding Revolution,4.6,215,8.5 total hours,87,Beginner,149000,-
AJAX Tester Application XHR Fetch jQuery Axios,Build an AJAX GET and POST request sending testing web application from scratch using JavaScript,Laurence Svekis,4.6,10,1 total hour,15,Beginner,149000,-
CodeIgniter 4: Build a Complete Web Application from Scratch,Learn how to build fully-featured web applications with the most popular lightweight PHP MVC framework,Dave Hollingworth,4.6,246,10 total hours,167,All Levels,149000,Bestseller
Learn ES6 : The Modern Approach of Javascript,Javascript: We will help you dive into the latest changes made to the JavaScript programming language with ES6.,Piyush Srivastava,4.6,14,5.5 total hours,52,All Levels,149000,-
Client-Side Data Storage Ultimate Guide,"JavaScript, HTML5, Cookies, WebStorage, LocalStorage, SessionStorage, IndexedDB, WebSQL and more",Alperen Talaslıoğlu,4.6,99,7.5 total hours,62,All Levels,149000,-
Learn WordPress Step by Step Guide Tutorial for Beginners,You've got a new site: huzzah! Whether you're a WordPress beginneri with no experience learn with simple method teaching,Harish Pagunta,4.6,71,4 total hours,33,Beginner,159000,-
"Complete Vue Mastery 2021 (w/ Vuex, Composition API, Router)",Ultimate guide to Vue 3 Development! Build large scale applications and deploy to production. Go from Zero To Mastery!,"Andrei Neagoie, Luis Ramirez Jr",4.6,414,30.5 total hours,296,All Levels,149000,-
Develop a perfect ORM like Laravel Eloquent,Develop a powerful object relational mapping system like Laravel Eloquent in PHP,Danial Mohamadnejad,4.6,3,6.5 total hours,48,All Levels,149000,-
Learn how to get your own website quickly,Learn the best ways to get a website quickly how to create your own website an get online in minutes,Laurence Svekis,4.6,17,1.5 total hours,16,Beginner,149000,Highest rated
Pass The Certified Blockchain Developer Exam - Ethereum CBDE,Want To Become A Certified Ethereum Blockchain Developer? Do This Course To Prepare For The Blockchain Accreditation!,"Thomas Wiesner, Ravinder Deol, Buidl School",4.6,206,5 total hours,63,All Levels,149000,Bestseller
"MERN Stack : React ,Redux ,Node ,Mongo - Pizza Delivery App","Build a Complete MERN Pizza Delivery application from scratch with React , Node , Express",K.Sathyaprakash Reddy,4.6,29,10.5 total hours,51,Intermediate,149000,-
Hands on With Docker & Docker Compose From a Docker Captain,"v19.03. Everything you need to build, run and compose Docker containers so you can start using Docker for your web apps.","Nick Janetakis, Docker Captain Program",4.6,625,5 total hours,51,Beginner,149000,-
jQuery and Ajax from Basic to Advanced,Learn jQuery and Ajax - Every module feature demonstrated with real-time examples,Sandeep Soni,4.6,12,5 total hours,16,Beginner,159000,-
Fashion Blogs - How to Start a WordPress Fashion Blog 2019,Fashion blogs are the latest craze on the internet today. Discover how to start a fashion blog of your own today.,Zac Johnson,4.6,66,2.5 total hours,17,Beginner,149000,Highest rated
"Complete Web Development Course: HTML, Vue.js, PHP, MySQL","HTML5, CSS3, JavaScript, jQuery, VueJS, AJAX, PHP, CLI, NPM, Babel, Webpack, MySQL, OOP, Node.js and Express.js",OnlyKiosk Tech,4.6,1116,32.5 total hours,600,All Levels,149000,-
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,"The fastest way to learn HTML5/CSS3 & how to build websites that wow. Great for designers, entrepreneurs, & beginners!",Ryan Bonhardt,4.6,567,11 total hours,80,All Levels,149000,-
"Learn Flask, A web Development Framework of Python",Advanced Website Development using Flask,Data Scientist,4.6,52,14 total hours,35,All Levels,149000,-
Gutenberg Blocks for WordPress and React Developers,Use Your ReactJS and Redux Knowledge to Create Complex Gutenberg Blocks and Plugins from scratch.,Ali Alaa,4.6,354,11.5 total hours,120,Expert,149000,Bestseller
Bash Shell Scripting: Crash Course For Beginners,"Learn Bash Shell Scripting from total beginner:Start from the Command Line,finish with a real world Shell Script Project",Francesco Santi,4.6,3343,"Learn Bash Shell Scripting from total beginner:Start from the Command Line,finish with a real world Shell Script Project",75,All Levels,199000,Highest rated
"Create Modern Website Using HTML, CSS And Bootstrap","Learn modern web design with HTML, CSS and Bootstrap step-by-step with 8 real world web development projects",Easy Tutorials,4.6,256,12.5 total hours,76,All Levels,149000,-
Isomorphic JavaScript with MEVN Stack,"Build powerful web applications using MongoDB, Express.JS, Vue.JS and Node.js",Packt Publishing,4.6,44,3 total hours,35,Intermediate,149000,-
Serverless React with AWS Amplify - The Complete Guide,"Build full-stack React apps faster than ever, which scale to millions of users, and run entirely in the cloud!",Reed Barger,4.6,1094,8.5 total hours,61,All Levels,149000,Highest rated
Complete Vuejs Course: Vue.js + Nuxt.js + PHP + Express.js,"VueJS, Command Line, Babel, NPM, Webpack, Vue JS CLI, Vue.js Router, VueX, Axios, iView, Express.js, Nuxt.js",OnlyKiosk Tech,4.6,549,18 total hours,289,All Levels,149000,-
Strongly Typed Next.js,"Create a full stack web application with Next.js, TypeScript and GraphQL",Michael Stromer,4.6,72,6.5 total hours,92,All Levels,149000,-
Django Rest Framework with Docker: A Practical Guide,"Django, Docker, Authentication and Authorisation, Upload Images, Export CSV Files",Antonio Papa,4.6,16,3 total hours,36,All Levels,149000,-
Functional Programming For JavaScript Developers,Unlock the powers of functional programming hidden within JavaScript to build smarter and more reliable web apps.,"Artech Learning, LLC.",4.6,86,3 total hours,26,All Levels,149000,-
Build a Backend REST API with Python & Django - Beginner,Finally create that App + fully-functioning user database in this crash course to building a REST API,"Mark Winterbottom, Brooke Rutherford",4.6,3930,5 total hours,76,Beginner,149000,-
Master Web Development from Front to Back for Beginners,"Master Front-End and Back-End Languages like HTML5, CSS3, PHP & MySQL and also learn to Build and Deploy website on AWS.",Aakash Pawar,4.6,27,4.5 total hours,66,Beginner,149000,-
ASP.Net WEB API Online Test,ASP.Net WEB API Online Test,Ashutosh Kumar,4.6,2,-,-,Beginner,149000,-
React Pizza Shop - Ordering Food with Hooks and Firebase,"Build a Tasty Restaurant Ordering App with React Hooks, Firebase, and Styled-Components. Mamma Mia!",react.school _,4.6,225,5 total hours,43,Intermediate,149000,-
React Node MERN Marketplace - Build A Hotel Booking App,Harness the power of JavaScript with React Redux Node MongoDB and Stripe to build a Global Marketplace and Make Money!,Ryan Dhungel,4.6,136,16 total hours,118,All Levels,149000,-
"Create a Goolge Blogger CMS Clone In PHP,JavaScript,MySQL","Build a Google Blogger Clone & Learn to Create Full CMS and Multi Blogging platform in PHP,PDO ,JavaScript,MySQL",Aizaz dinho,4.6,23,27 total hours,178,All Levels,149000,-
WordPress Theme Development Course with Bootstrap 5 (2021),"Learn to Build the Fastest & Advanced Custom WordPress Theme from scratch with Bootstrap 5, ACF, & Custom Post Type",Fatah Gabrial,4.6,3,8.5 total hours,81,Beginner,149000,Hot & new
